,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
1432,00:13:23:08,00:13:29:04,"the animals, the stones, the mountains.","los animales, las piedras, las montañas.",,,carmen,tejiendo
1433,00:13:29:06,00:13:31:03,"Yes, because if we finish the mountains","Sí, porque si acabamos las montañas",,,carmen,tejiendo
1434,00:13:31:03,00:13:35:21,"The animals are running out, everything is over and so are we.","se acaban los animales, todo y nosotros también",,,carmen,tejiendo
1435,00:13:35:23,00:13:39:09,"we're running out, so","nos estamos acabando, entonces",,,carmen,tejiendo
1436,00:13:39:10,00:13:41:20,that,que,,,carmen,tejiendo
1437,00:13:41:20,00:13:43:23,let's take more care,cuidemos más,,,carmen,tejiendo
1438,00:13:43:23,00:13:47:08,the planet.,el planeta.,,,carmen,tejiendo
1439,00:13:47:10,00:13:50:05,Last question,Última pregunta,,,carmen,tejiendo
1440,00:13:50:05,00:13:54:00,"The thread, the xxxx I know has a great meaning","El hilo, el xxxx sé que tiene un significado grande",,,carmen,tejiendo
1441,00:13:54:00,00:13:58:01,xxxx culture I don't know if,en la cultura xxxx no sé si,,,carmen,tejiendo
1442,00:13:58:03,00:13:59:13,can talk about that a little bit.,puede hablar de eso un poco.,,,carmen,tejiendo
1443,00:13:59:13,00:14:04:08,I know that everything is connected in your tissues.,sé que todo está conectado en sus tejidos.,,,carmen,tejiendo
1444,00:14:04:10,00:14:07:16,"Yes, this is a xxxx ,","Sí, este es un xxxx,",,,carmen,tejiendo
1445,00:14:07:18,00:14:11:11,"We tell him that, we tell him xxxx","ese le decimos nosotros, le decimos xxxx",,,carmen,tejiendo
1446,00:14:11:13,00:14:11:23,xxxx .,xxxx.,,,carmen,tejiendo
1447,00:14:11:23,00:14:14:23,And the cotton one,Y el del algodón,,,carmen,tejiendo
1448,00:14:15:00,00:14:16:22,is,es,,,carmen,tejiendo
1449,00:14:16:22,00:14:18:11,xxxx,xxxx,,,carmen,tejiendo
1450,00:14:18:11,00:14:21:06,everything is xxxx,todo es xxxx,,,carmen,tejiendo
1451,00:14:21:06,00:14:25:01,then through xxxx,entonces por medio del xxxx,,,carmen,tejiendo
1452,00:14:26:15,00:14:30:09,We are like mother earth.,Estamos como la madre tierra.,,,carmen,tejiendo
1453,00:14:30:09,00:14:33:06,It has xxxx too.,Tiene xxxx también.,,,carmen,tejiendo
1454,00:14:34:00,00:14:35:21,What are those xxxx ?,¿Cuáles son esos xxxx?,,,carmen,tejiendo
1455,00:14:35:21,00:14:38:14,The rivers.,Los ríos.,,,carmen,tejiendo
1456,00:14:42:16,00:14:45:05,We women are also xxxx .,"Nosotros, las mujeres también somos xxxx.",,,carmen,tejiendo
1457,00:14:45:05,00:14:47:10,"Yeah,","Sí,",,,carmen,tejiendo
1458,00:14:47:23,00:14:50:18,"Because through one our body runs,","Porque por un nuestro cuerpo corre,",,,carmen,tejiendo
1459,00:14:50:18,00:14:53:00,we have our veins,tenemos nuestras venas,,,carmen,tejiendo
1460,00:14:53:00,00:14:56:19,that's a xxxx too. So,eso es un xxxx también. Entonces,,,carmen,tejiendo
1461,00:14:56:21,00:14:58:17,we are connected,estamos conectados,,,carmen,tejiendo
1462,00:14:58:17,00:14:59:19,"with, for example,","con, por ejemplo,",,,carmen,tejiendo
1463,00:14:59:19,00:15:04:10,"If we dry up a river or cover up a river, well, we are,","sí secamos un río o tapamos un río, pues estamos,",,,carmen,tejiendo
1464,00:15:04:10,00:15:08:20,"We are like blocking our veins, our arteries.","nos estamos como tapando nuestras venas, nuestras arterias.",,,carmen,tejiendo
1465,00:15:08:22,00:15:11:12,"And then you don't have to cover a river,","Y entonces no hay que tapar un río,",,,carmen,tejiendo
1466,00:15:11:12,00:15:14:13,"because that is an xxxx , so that's how we are connected.","porque eso es un xxxx , entonces así estamos conectados.",,,carmen,tejiendo
1467,00:15:14:13,00:15:17:20,"Those xxxx are imaginary, that suddenly one says","Esos xxxx es imaginario, que de pronto uno dice",,,carmen,tejiendo
1468,00:15:17:20,00:15:20:03,but where is the xxxx I don't see it.,pero dónde está el xxxx que no lo veo.,,,carmen,tejiendo
1469,00:15:20:03,00:15:23:13,"But they are there, there are the rivers, the mountains,","Pero sí están ahí, que están los ríos, las montañas,",,,carmen,tejiendo
1470,00:15:23:13,00:15:25:01,"the mountains you see like,","las montañas usted ve como,",,,carmen,tejiendo
1471,00:15:25:01,00:15:27:01,like it has a thread,como que tiene un hilo,,,carmen,tejiendo
1472,00:15:27:01,00:15:33:01,"well, that's a xxxx .","así, ese es un xxxx.",,,carmen,tejiendo
1473,00:15:33:03,00:15:33:23,Very nice.,Muy lindo.,,,carmen,tejiendo
1474,00:15:33:23,00:15:37:20,"Nice, well, our roof, you see it","Lindo, bueno, nuestro techo que usted lo ve",,,carmen,tejiendo
1475,00:15:37:20,00:15:38:21,everything has is,todo tiene está,,,carmen,tejiendo
1476,00:15:38:21,00:15:43:07,"tied by means of xxxx , by means of vines,","amarrado por medio de xxxx, por medio de bejucos,",,,carmen,tejiendo
1477,00:15:43:09,00:15:46:06,"vines, everything is tied by means of vines,","bejucos, todo está amarrado por medio de bejucos,",,,carmen,tejiendo
1478,00:15:46:06,00:15:49:13,those are xxxx .,esos son xxxx.,,,carmen,tejiendo
1479,00:15:49:15,00:15:54:04,So it's xxxx .,Entonces es xxxx.,,,carmen,tejiendo
1480,00:15:54:06,00:15:56:03,And everything is connected?,¿Y todo está conectado?,,,carmen,tejiendo
1481,00:15:56:03,00:15:59:03,With xxxx,Con el xxxx,,,carmen,tejiendo
1482,00:15:59:04,00:16:01:19,"Armed with that.
Armed with the xxxx .","Armado con eso.
Armado con el xxxx.",,,carmen,tejiendo
1483,00:16:01:19,00:16:02:19,"Well, thank you very much.","Bueno, muchísimas gracias.",,,carmen,tejiendo
1484,00:00:01:18,00:00:03:15,"Well, you can say","Bueno, usted puede decir",,,arregoces,arregoces
1485,00:00:03:15,00:00:05:03,first of all his name and,primero que todo su nombre y,,,arregoces,arregoces
1486,00:00:05:03,00:00:06:08,Where we are?,¿Dónde estamos?,,,arregoces,arregoces
1487,00:00:06:08,00:00:08:11,Where are we today?,¿Dónde nos encontramos hoy?,,,arregoces,arregoces
1488,00:00:08:11,00:00:10:07,My name is Arregocés Councilor,Mi nombre es Arregocés Concejala,,,arregoces,arregoces
1489,00:00:10:07,00:00:13:07,I am Council Governor of the Kogui people,Soy Cabildo Gobernador del pueblo Kogui,,,arregoces,arregoces
1490,00:00:13:12,00:00:16:01,"xxxx 's site ,","y estamos en el sitio de xxxx,",,,arregoces,arregoces
1491,00:00:16:01,00:00:17:18,there next to it.,allí al lado.,,,arregoces,arregoces
1492,00:00:17:18,00:00:21:16,"xxxx , and the one here is called xxxx","xxxx, y la propia aquí se llama xxxx",,,arregoces,arregoces
1493,00:00:21:18,00:00:24:01,"what is called in Spanish,","que se le llama en español,",,,arregoces,arregoces
1494,00:00:24:01,00:00:26:17,It is called Villa Lucia.,se llama Villa Lucía.,,,arregoces,arregoces
1495,00:00:26:17,00:00:30:02,So we are on my farm.,Entonces estamos en la finca mía.,,,arregoces,arregoces
1496,00:00:30:04,00:00:32:14,Very good. And well,Muy bien. Y bueno,,,arregoces,arregoces
1497,00:00:32:14,00:00:34:05,can you tell me a little about,me puede contar un poco de,,,arregoces,arregoces
1498,00:00:34:05,00:00:37:05,"the conservation project,","el proyecto de conservación,",,,arregoces,arregoces
1499,00:00:37:10,00:00:40:15,what they are doing in recovering territory.,lo que están haciendo en recuperación de territorio.,,,arregoces,arregoces
1500,00:00:40:17,00:00:43:09,"We have seen a lot, we have already gone to the river,","Hemos visto mucho, ya hemos ido al río,",,,arregoces,arregoces
1501,00:00:43:09,00:00:47:04,"there at xxxx , also Domingueca and all that journey.","ahí al xxxx, también Domingueca y todo ese recorrido.",,,arregoces,arregoces
1502,00:00:47:04,00:00:49:09,"And I don't know, can you tell a little bit of the story.","Y no sé, puede contar un poco de la historia.",,,arregoces,arregoces
1503,00:00:49:09,00:00:52:07,Where are they now?,¿En dónde andan ahora?,,,arregoces,arregoces
1504,00:00:52:07,00:00:55:07,"Well,","Bueno,",,,arregoces,arregoces
1505,00:00:55:09,00:00:56:07,the process,el proceso,,,arregoces,arregoces
1506,00:00:56:07,00:01:00:21,"We have about 35 years of the struggle process,","tenemos unos 35 años del proceso de lucha,",,,arregoces,arregoces
1507,00:01:00:23,00:01:06:17,the recovery of ancestral territory on the black line.,la recuperación del territorio ancestral en la línea negra.,,,arregoces,arregoces
1508,00:01:06:19,00:01:10:04,"The objective of the territory,","El objetivo del territorio,",,,arregoces,arregoces
1509,00:01:10:06,00:01:13:04,"The objective was four objectives, one","el objetivo era cuatros objetivos, uno",,,arregoces,arregoces
1510,00:01:13:04,00:01:17:00,The objective is to recover the ancestral territory.,el objetivo es recuperar el territorio ancestral.,,,arregoces,arregoces
1511,00:01:17:02,00:01:20:21,The second objective was,El segundo objetivo era,,,arregoces,arregoces
1512,00:01:20:23,00:01:23:13,recover,recuperar,,,arregoces,arregoces
1513,00:01:23:13,00:01:25:16,At that time they called the lost city.,en ese tiempo decían la ciudad perdida.,,,arregoces,arregoces
1514,00:01:25:16,00:01:29:20,"When they said the lost city they were all Tuma,","Cuando dijeron la ciudad perdida eran todos Tuma,",,,arregoces,arregoces
1515,00:01:29:20,00:01:32:20,all stones up and down.,todas piedras arriba y abajo.,,,arregoces,arregoces
1516,00:01:33:00,00:01:35:09,That was the strategy.,Esa era la estrategia.,,,arregoces,arregoces
1517,00:01:35:09,00:01:37:18,"The third strategy,","La tercera estrategia,",,,arregoces,arregoces
1518,00:01:37:18,00:01:40:08,"They talked about going out to sea,","hablaron de la salida a Mar,",,,arregoces,arregoces
1519,00:01:40:08,00:01:42:10,but that wasn't the point.,pero no era el punto.,,,arregoces,arregoces
1520,00:01:42:10,00:01:45:10,"No, it wasn't that, that problem, but","No, no era esa, esa pega, sino",,,arregoces,arregoces
1521,00:01:45:10,00:01:48:14,It's all upstream and downstream.,es todo aguas arriba y abajo.,,,arregoces,arregoces
1522,00:01:48:18,00:01:51:17,Everything found on the coast was,Todo lo que se encuentra en la costa era,,,arregoces,arregoces
1523,00:01:51:17,00:01:55:17,the strategy and the fourth strategy is,la estrategia y la cuarta estrategia es,,,arregoces,arregoces
1524,00:01:55:18,00:01:57:23,"governability, govern","la gobernabilidad, gobernar",,,arregoces,arregoces
1525,00:01:57:23,00:02:03:00,"both internal and external, governance, governing.","tanto interna y externa, gobernabilidad, gobernar.",,,arregoces,arregoces
1526,00:02:03:02,00:02:05:12,That's the great strategy.,Esa es la gran estrategia.,,,arregoces,arregoces
1527,00:02:05:12,00:02:08:20,"In the 5th and 6th they asked for support, education, health","En la 5.ª y 6.ª pidieron el apoyo, la educación, la salud",,,arregoces,arregoces
1528,00:02:08:20,00:02:10:07,And we have already advanced.,y eso que ya hemos avanzado.,,,arregoces,arregoces
1529,00:02:10:07,00:02:15:06,"But that is no longer a cultural part, but an external one.","Pero eso ya no es parte cultural, si no de externo.",,,arregoces,arregoces
1530,00:02:15:07,00:02:16:08,So I believe,Entonces yo creo,,,arregoces,arregoces
1531,00:02:16:08,00:02:20:01,"that this strategy,","que esa estrategia,",,,arregoces,arregoces
1532,00:02:20:03,00:02:22:05,I think that,creo que,,,arregoces,arregoces
1533,00:02:22:05,00:02:24:17,"we have advanced,","hemos avanzado,",,,arregoces,arregoces
1534,00:02:24:17,00:02:26:12,imagine from here,imagínese de aquí,,,arregoces,arregoces
1535,00:02:26:12,00:02:30:12,More or less on foot eight hours from here eight hours,Más o menos a pie ocho horas de aquí a ocho horas,,,arregoces,arregoces
1536,00:02:30:14,00:02:35:02,"In a few years, to where your town was,","en unos años hasta donde estaba el pueblito ustedes,",,,arregoces,arregoces
1537,00:02:35:04,00:02:39:23,Until xxxx we have recovered it.,hasta el xxxx lo hemos recuperado.,,,arregoces,arregoces
1538,00:02:40:01,00:02:43:21,It's a fight.,Es una lucha.,,,arregoces,arregoces
1539,00:02:43:23,00:02:45:11,"Recovery first,","Primero la recuperación,",,,arregoces,arregoces
1540,00:02:45:11,00:02:49:22,"The sacred site was more punctual,","ya más como puntual era el sitio sagrado,",,,arregoces,arregoces
1541,00:02:50:00,00:02:51:16,because the sacred site is,porque el sitio sagrado es,,,arregoces,arregoces
1542,00:02:51:16,00:02:55:22,territorial planning is order,el ordenamiento del territorio es el orden,,,arregoces,arregoces
1543,00:02:56:00,00:02:58:12,"both environmental, social, human,","tanto ambiental, social, humano,",,,arregoces,arregoces
1544,00:02:58:12,00:03:01:18,"Spiritual, it is everything we want to aim for.","Espiritual, es todo lo que queramos apuntar.",,,arregoces,arregoces
1545,00:03:01:20,00:03:03:08,"They are under him,","Están bajo el,",,,arregoces,arregoces
1546,00:03:03:08,00:03:07:18,the sites under sacred space and site.,los sitios bajo espacio y sitio sagrados.,,,arregoces,arregoces
1547,00:03:07:20,00:03:11:13,"I think we have made progress,","Creo que eso hemos avanzado,",,,arregoces,arregoces
1548,00:03:11:15,00:03:15:10,"With that of the recovery of sacred sites,","con eso de la recuperación de los sitios sagrados,",,,arregoces,arregoces
1549,00:03:15:12,00:03:18:22,"since that is almost as we would say, it is the principle of order,","como eso es casi como diríamos, es el principio del orden,",,,arregoces,arregoces
1550,00:03:19:00,00:03:20:22,the principle of order.,el principio del orden.,,,arregoces,arregoces
1551,00:03:20:22,00:03:23:15,And of course we can talk about it as a life plan,Y desde luego lo podemos hablar de como plan de vida,,,arregoces,arregoces
1552,00:03:23:15,00:03:26:06,"you can also talk,","también se puede hablar,",,,arregoces,arregoces
1553,00:03:26:08,00:03:28:11,and I think that,y creo que eso,,,arregoces,arregoces
1554,00:03:28:11,00:03:32:13,"we have bet, advanced...","hemos apostado, avanzado…",,,arregoces,arregoces
1555,00:03:32:15,00:03:35:13,and which one is it,y cual es,,,arregoces,arregoces
1556,00:03:35:13,00:03:38:18,"that recovery from that,","esa recuperación de eso,",,,arregoces,arregoces
1557,00:03:38:20,00:03:40:16,which,cual es,,,arregoces,arregoces
1558,00:03:40:16,00:03:43:16,As a result to leave them,Como un resultado para dejarlas,,,arregoces,arregoces
1559,00:03:43:18,00:03:48:10,"In the Spanish name we have said seventy percent leave regeneration,","en el nombre castellano hemos dicho setenta por ciento dejar la regeneración,",,,arregoces,arregoces
1560,00:03:48:12,00:03:51:07,seventy percent,un setenta porciento,,,arregoces,arregoces
1561,00:03:51:07,00:03:54:03,and thirty percent light.,y treinta por ciento de luz.,,,arregoces,arregoces
1562,00:03:54:03,00:03:54:23,Where are you,Usted dónde está,,,arregoces,arregoces
1563,00:03:54:23,00:03:56:14,"here,","aquí,",,,arregoces,arregoces
1564,00:03:56:14,00:03:59:19,"When I came here, this was pure pasture.","cuando yo entré aquí, esto era puro potrero.",,,arregoces,arregoces
1565,00:03:59:20,00:04:00:15,"a hill,","Una loma,",,,arregoces,arregoces
1566,00:04:00:15,00:04:03:01,It was a hill. It's a hill.,era una loma. Es una loma.,,,arregoces,arregoces
1567,00:04:03:01,00:04:03:18,you what you see,Usted lo que ve,,,arregoces,arregoces
1568,00:04:03:18,00:04:06:18,That was a hill.,eso era una loma.,,,arregoces,arregoces
1569,00:04:06:20,00:04:09:20,Look what we have regenerated.,Mira lo que hemos regenerado.,,,arregoces,arregoces
1570,00:04:09:21,00:04:12:15,We have regenerated it.,Lo hemos regenerado.,,,arregoces,arregoces
1571,00:04:12:15,00:04:14:11,This entire area that,Toda esta zona que,,,arregoces,arregoces
1572,00:04:14:11,00:04:17:11,"You see, it was pure hill.","usted ve, era pura loma.",,,arregoces,arregoces
1573,00:04:17:11,00:04:19:11,"But from this, through this","Pero de esto, a través de esto",,,arregoces,arregoces
1574,00:04:19:11,00:04:23:06,We have regenerated and we can demonstrate it.,hemos regenerado y lo podemos demostrar.,,,arregoces,arregoces
1575,00:04:23:08,00:04:26:19,"It is not an invention, but reality.","No es de invento, sino la realidad.",,,arregoces,arregoces
1576,00:04:26:21,00:04:28:12,Yeah.,Sí.,,,arregoces,arregoces
1577,00:04:28:12,00:04:32:04,"So those are, that's what we put it in.","Entonces esas son, es lo que como lo hemos puesto",,,arregoces,arregoces
1578,00:04:32:06,00:04:34:13,mathematically to see the,matemáticamente para ver los,,,arregoces,arregoces
1579,00:04:34:13,00:04:36:02,"results,","resultados,",,,arregoces,arregoces
1580,00:04:36:02,00:04:39:23,"to formulate projects, to manage new things.","para formular proyectos, para gestionar nuevas cosas.",,,arregoces,arregoces
1581,00:04:40:01,00:04:42:02,"We can show it with that,","Lo podemos mostrar con esa,",,,arregoces,arregoces
1582,00:04:42:02,00:04:45:09,with this regeneration that we have done.,con esta regeneración que hemos hecho.,,,arregoces,arregoces
1583,00:04:45:11,00:04:47:18,This regeneration not only,Esa regeneración no solamente,,,arregoces,arregoces
1584,00:04:47:18,00:04:51:06,the tree regenerates,se regenera el árbol,,,arregoces,arregoces
1585,00:04:51:08,00:04:54:07,the species is regenerated,se regenera la especie de,,,arregoces,arregoces
1586,00:04:54:07,00:04:57:05,"the birds, the species of reptiles,","las aves, la especie de los reptiles,",,,arregoces,arregoces
1587,00:04:57:05,00:05:00:19,species many species.,especies muchas especies.,,,arregoces,arregoces
1588,00:05:00:21,00:05:04:09,They also recover,También se recuperan,,,arregoces,arregoces
1589,00:05:04:11,00:05:06:19,"some wetlands,","algunos humedales,",,,arregoces,arregoces
1590,00:05:06:19,00:05:09:09,"some wetlands recover, other wetlands","algunos humedales se recuperan, otros humedales",,,arregoces,arregoces
1591,00:05:09:09,00:05:12:09,suddenly they are also leaving.,de pronto también se van yendo.,,,arregoces,arregoces
1592,00:05:12:11,00:05:16:02,"But I have to explain this, the reason why,","Pero esto tengo que explicarlo, la razón del por qué,",,,arregoces,arregoces
1593,00:05:16:04,00:05:18:05,because underground,porque en el subsuelo,,,arregoces,arregoces
1594,00:05:18:05,00:05:19:18,"there was the water bank,","había el banco de agua,",,,arregoces,arregoces
1595,00:05:19:18,00:05:22:18,"It is what the world remembers, it is said gold, gold","es lo que el mundo se acuerda, se dice el oro, oro",,,arregoces,arregoces
1596,00:05:23:00,00:05:25:16,"wrist, snake gold,","de muñeca, oro de culebra,",,,arregoces,arregoces
1597,00:05:25:16,00:05:29:07,that was the bank of what was here,esa era el banco de lo que estaba aquí,,,arregoces,arregoces
1598,00:05:29:07,00:05:34:06,"artificial, it is what maintains, sustains it,","artificial, es lo que mantiene, la sostiene,",,,arregoces,arregoces
1599,00:05:34:08,00:05:36:18,the blood of the earth.,la sangre de la tierra.,,,arregoces,arregoces
1600,00:05:36:18,00:05:38:22,"These areas are guaqueado, this","Estas zonas están guaqueadas, esta",,,arregoces,arregoces
1601,00:05:38:22,00:05:41:22,"They put the area in shape ,","zona la guaquearon en forma,",,,arregoces,arregoces
1602,00:05:41:23,00:05:44:02,"They brought many golden dolls,","llevaron muchas muñecas de oro,",,,arregoces,arregoces
1603,00:05:44:02,00:05:47:08,many and many graves.,muchas y muchas tumbas.,,,arregoces,arregoces
1604,00:05:47:10,00:05:49:06,That today those many tombs,Eso hoy en día esas muchas tumbas las,,,arregoces,arregoces
1605,00:05:49:06,00:05:52:06,you find in the gold museum,encuentras en el museo de oro,,,arregoces,arregoces
1606,00:05:52:11,00:05:55:07,"and is international,","y se encuentra internacionales,",,,arregoces,arregoces
1607,00:05:55:07,00:05:57:19,you find them for the outside world,las encuentras para el mundo de afuera,,,arregoces,arregoces
1608,00:05:57:19,00:06:01:04,"It is an element to see, an element to life,","es un elemento para verlo, un elemento para la vida,",,,arregoces,arregoces
1609,00:06:01:04,00:06:04:04,the indigenous people are life,el pueblo indígena es la vida,,,arregoces,arregoces
1610,00:06:04:10,00:06:07:08,"of the soul, of diversity,","del alma, de la diversidad,",,,arregoces,arregoces
1611,00:06:07:08,00:06:10:12,"the life of the species, the life of the earth,","la vida de la especie, la vida de la tierra,",,,arregoces,arregoces
1612,00:06:10:14,00:06:13:13,the heart of the lands.,el corazón de las tierras.,,,arregoces,arregoces
1613,00:06:13:14,00:06:16:15,"So little of it has remained,","Entonces poco de lo ha quedado,",,,arregoces,arregoces
1614,00:06:16:15,00:06:20:03,we have come,nosotros lo hemos venido,,,arregoces,arregoces
1615,00:06:20:05,00:06:23:21,strengthening.,fortaleciendo.,,,arregoces,arregoces
1616,00:06:23:23,00:06:25:10,Also many,También muchos,,,arregoces,arregoces
1617,00:06:25:10,00:06:30:05,"They made a mess, the road, look at this road.","hicieron desastre, la carretera, mira esta carretera.",,,arregoces,arregoces
1618,00:06:30:07,00:06:32:20,"On the road it is nice to walk well,","En carretera es bonito uno andar bien,",,,arregoces,arregoces
1619,00:06:32:20,00:06:35:16,"but it also leaves a consequence for the future,","pero también deja una consecuencia a futuro,",,,arregoces,arregoces
1620,00:06:35:16,00:06:38:13,a future.,un futuro.,,,arregoces,arregoces
1621,00:06:38:13,00:06:40:07,So,Entonces,,,arregoces,arregoces
1622,00:06:40:07,00:06:44:12,I think the story is,creo que la historia es,,,arregoces,arregoces
1623,00:06:44:14,00:06:49:15,That's the story.,la historia esa es.,,,arregoces,arregoces
1624,00:06:49:16,00:06:51:08,AND,Y,,,arregoces,arregoces
1625,00:06:51:08,00:06:55:06,"when we talk about one's own education, one's own health,","cuando hablamos de la educación propia, la salud propia,",,,arregoces,arregoces
1626,00:06:55:08,00:06:57:08,"because it is under the sacred site,","pues está bajo el sitio sagrado,",,,arregoces,arregoces
1627,00:06:57:08,00:06:59:20,the order of the sacred site.,el orden del sitio sagrado.,,,arregoces,arregoces
1628,00:06:59:20,00:07:03:03,And when we talk about handling,Y cuando hablamos del manejo,,,arregoces,arregoces
1629,00:07:03:05,00:07:07:01,"or education, or diversity control management,","o la educación, o del manejo de control de la diversidad,",,,arregoces,arregoces
1630,00:07:07:01,00:07:12:04,The management is under the order of the Sacred Site.,el manejo está en bajo el orden del sitio Sagrado.,,,arregoces,arregoces
1631,00:07:12:06,00:07:13:13,For this reason today,Por eso mismo en la actualidad,,,arregoces,arregoces
1632,00:07:13:13,00:07:16:12,"indigenous, that of the people","indígena, la del pueblo",,,arregoces,arregoces
1633,00:07:16:17,00:07:20:16,we do not live only in thinking,no vivimos solo en pensar,,,arregoces,arregoces
1634,00:07:20:18,00:07:25:02,"in book, think about hospitals.","en libro, pensar en los hospitales.",,,arregoces,arregoces
1635,00:07:25:04,00:07:28:02,"No, still today the XXX town","No, todavía en la actualidad el pueblo XXX",,,arregoces,arregoces
1636,00:07:28:02,00:07:31:07,Live with your own health.,vive con su propia salud.,,,arregoces,arregoces
1637,00:07:31:07,00:07:36:11,"The university with territory, that is, with territory.","La universidad con territorio, o sea con territorio.",,,arregoces,arregoces
1638,00:07:36:13,00:07:38:12,And yet,Y todavía,,,arregoces,arregoces
1639,00:07:38:12,00:07:41:12,we believe 90%.,creemos 90%.,,,arregoces,arregoces
1640,00:07:41:18,00:07:43:21,"That is, not living like here,","¿O sea, no vivir como aquí,",,,arregoces,arregoces
1641,00:07:43:21,00:07:47:17,"This is a land, this is a stick, right?","Esta es una tierra, este es un palo, no?",,,arregoces,arregoces
1642,00:07:47:19,00:07:49:07,That is 90%.,O sea el 90%.,,,arregoces,arregoces
1643,00:07:49:07,00:07:53:15,"Have, have as a full heart","Tener, tener como corazón de lleno",,,arregoces,arregoces
1644,00:07:53:17,00:07:56:13,in life and we live it with it.,en la vida y con ella la vivimos.,,,arregoces,arregoces
1645,00:07:56:13,00:07:59:06,That is why I believe that the Kogi people's culture still,Por eso mismo creo que todavía cultura pueblo Kogui,,,arregoces,arregoces
1646,00:07:59:06,00:08:02:13,"and this is lived, exercised, practiced,","y esto se vive, ejerce, se practica,",,,arregoces,arregoces
1647,00:08:02:14,00:08:06:00,"it is, it is done,","se es, se hace,",,,arregoces,arregoces
1648,00:08:06:02,00:08:10:18,but with this majority of the outside system,pero con esta mayoría del sistema de afuera,,,arregoces,arregoces
1649,00:08:10:20,00:08:14:20,If the Kogi people fall asleep they absorb it.,si el pueblo Kogui se duerme lo absorben.,,,arregoces,arregoces
1650,00:08:14:22,00:08:18:05,That's why I think pay attention to those.,Por eso mismo creo que atentos en esos.,,,arregoces,arregoces
1651,00:08:18:07,00:08:21:07,So I think the process,Entonces creo que el proceso,,,arregoces,arregoces
1652,00:08:21:08,00:08:23:18,has occurred in that,se ha dado en eso,,,arregoces,arregoces
1653,00:08:23:18,00:08:26:08,and not only this area,y no solamente esta zona,,,arregoces,arregoces
1654,00:08:26:08,00:08:29:08,but the entire area of the mountains.,sino toda la zona de las sierras.,,,arregoces,arregoces
1655,00:08:29:10,00:08:32:09,We have made progress in those directions,Hemos avanzado en esos sentidos,,,arregoces,arregoces
1656,00:08:32:12,00:08:34:06,and,y,,,arregoces,arregoces
1657,00:08:34:06,00:08:36:03,I think that,creo que,,,arregoces,arregoces
1658,00:08:36:03,00:08:39:11,we keep moving forward.,seguimos avanzando.,,,arregoces,arregoces
1659,00:08:39:13,00:08:41:22,But imagine one,Pero imagínese uno,,,arregoces,arregoces
1660,00:08:41:22,00:08:46:23,live in three apartment,vivir dentro tres departamento,,,arregoces,arregoces
1661,00:08:47:00,00:08:49:02,almost more than,casi más de,,,arregoces,arregoces
1662,00:08:49:04,00:08:53:04,22 - 24 municipalities more or less.,22 - 24 municipios más o menos.,,,arregoces,arregoces
1663,00:08:53:04,00:08:57:06,Imagine the three corporations,Imagínese las tres corporaciones,,,arregoces,arregoces
1664,00:08:57:08,00:09:00:10,"and different, different laws","y distintas, distintas leyes",,,arregoces,arregoces
1665,00:09:00:10,00:09:05:23,"What a National Park, imagine living within those systems","que Parque Nacional, imagínese vivir dentro esos sistemas",,,arregoces,arregoces
1666,00:09:06:01,00:09:08:10,"and since that law is for it, that law","y como esa ley está para ello, esa ley",,,arregoces,arregoces
1667,00:09:08:10,00:09:10:04,It is above the origin law.,está encima de la ley origen.,,,arregoces,arregoces
1668,00:09:10:04,00:09:11:13,"I mean,","O sea,",,,arregoces,arregoces
1669,00:09:11:13,00:09:13:22,"why they discovered us, they say,","por qué nos descubrieron, dicen,",,,arregoces,arregoces
1670,00:09:13:22,00:09:18:04,"They discovered us, that's what they believe about the Constitution","nos descubrieron, es lo que tienen creído de la Constitución",,,arregoces,arregoces
1671,00:09:18:04,00:09:22:02,"that is, the Constitution, is that these people are","o sea la Constitución, es que este pueblo es",,,arregoces,arregoces
1672,00:09:22:03,00:09:25:03,that we found him dying,que lo encontramos muriéndose,,,arregoces,arregoces
1673,00:09:25:06,00:09:27:11,and we saved him.,y lo salvamos.,,,arregoces,arregoces
1674,00:09:27:11,00:09:28:18,For that very reason,Por eso mismo,,,arregoces,arregoces
1675,00:09:28:18,00:09:30:06,"We don't believe that they saved us,","no nos creemos que nos salvaron,",,,arregoces,arregoces
1676,00:09:30:06,00:09:32:03,but we are thousands of years old.,sino que somos de milenarias.,,,arregoces,arregoces
1677,00:09:32:03,00:09:35:07,"We are native, we are from a nation,","Somos nativo, somos de una nación,",,,arregoces,arregoces
1678,00:09:35:09,00:09:40:06,"We are native and we are from some natives there,","somos de nativo y somos de unos nativos de ahí,",,,arregoces,arregoces
1679,00:09:40:08,00:09:45:05,"of a nation, that is, born from there, a nation","de una nación, o sea nacido de ahí, una nación",,,arregoces,arregoces
1680,00:09:45:07,00:09:50:07,and that nation has a complete command structure.,y esa nación tiene completa estructura de mandos.,,,arregoces,arregoces
1681,00:09:50:09,00:09:52:01,But of course,Pero claro,,,arregoces,arregoces
1682,00:09:52:01,00:09:54:19,than most outside,que la mayoría de afuera,,,arregoces,arregoces
1683,00:09:54:21,00:09:56:13,"just since '91, it's just that","apenas desde el 91, es que",,,arregoces,arregoces
